Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],CAGR [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Alpha [%],Beta,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,Kelly Criterion,Strategy,Asset,Weight,Commissions [$]
2024-03-01 00:00:00,2025-02-28 00:00:00,364 days 00:00:00,0.0,195536.08927821438,195536.08927821438,0.0,-22.672248769413798,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,,,BollingerBandsBreakout,CZR,0.1955360892782144,
2024-03-01 00:00:00,2025-02-28 00:00:00,364 days 00:00:00,15.6,197789.5860478181,201916.42080174724,1.1524710235957416,-22.672248769413798,1.161744141469212,13.44966827615474,0.7964569748138528,0.08637715946711472,0.12199790484509546,0.09081401765980127,3.4640073679411083,0.10195443636203241,-12.792564093147229,-5.593356965778154,325 days 00:00:00,111 days 00:00:00,3,33.33333333333333,6.860636321851543,-2.9737910688016456,0.442898268044134,25 days 00:00:00,19 days 00:00:00,1.309627268416399,0.5406729418775402,0.14452093215503603,0.06750767170042776,LarryWilliamsPriceAction,CZR,0.1955360892782144,282.8666489753723
2024-03-01 00:00:00,2025-02-28 00:00:00,364 days 00:00:00,74.4,170178.94312818424,243105.39555252163,-12.968013344048861,-12.532907790690631,-13.06466573097782,32.20971750215182,-9.16792478729157,-0.4056125524883916,-0.5147682675245884,-0.4138863854633238,-4.023853524722869,0.713654003420472,-31.565826250488094,-7.13889436129657,134 days 00:00:00,24 days 00:00:00,3,33.33333333333333,2.377278395410398,-11.461189048945041,-4.541472321224105,168 days 00:00:00,89 days 00:00:00,0.15339753004120665,-4.373407578756275,-1.1534708071408688,-2.1476051029885275,MACDBollingerBandsMeanReversion,CZR,0.1955360892782144,264.55616132164005
2024-03-01 00:00:00,2025-02-28 00:00:00,364 days 00:00:00,16.0,175441.87921713435,195620.4393448686,-10.276471282234455,-22.672248769413798,-10.354272438834577,8.746384031411072,-7.232318898190194,-1.1838346454545172,-1.2918396801142624,-1.0037918021699395,-9.033340370786004,0.05483050773179182,-10.315159395057128,-10.315159395057128,337 days 00:00:00,337 days 00:00:00,20,35.0,4.551829250201633,-5.117914912920396,-0.8452556608082418,9 days 00:00:00,4 days 00:00:00,0.4827414296548861,-0.8085213234854444,-1.056587045369862,-0.42370066933079775,MeanReversion,CZR,0.1955360892782144,1002.866845137596
2024-03-01 00:00:00,2025-02-28 00:00:00,364 days 00:00:00,95.6,164439.38099678225,225922.49807985968,-15.903308896183784,-22.672248769413798,-16.019754572281798,37.115014942192666,-11.299951039944345,-0.4316246294722733,-0.5428532235379523,-0.5168762386090457,6.156637123536015,0.9729932943167053,-30.9934049500751,-11.390971331144357,178 days 00:00:00,57 days 00:00:00,2,0.0,-7.63231632871001,-15.965533155675038,-11.897394754967006,347 days 00:00:00,301 days 00:00:00,0.0,-11.798924742192524,-1.0118022371933209,,MichaelHarrisPriceAction,CZR,0.1955360892782144,89.97190371608734
2024-03-01 00:00:00,2025-02-28 00:00:00,364 days 00:00:00,58.4,124436.98873114955,196435.66091097347,-36.36111410917244,-22.672248769413798,-36.590789115919755,17.019661887048475,-26.86662364914998,-2.1499128101812883,-1.7281594858140374,-0.9752239384937212,-27.195118091624135,0.40428261487293554,-37.52039677413572,-19.121897111365392,354 days 00:00:00,179 days 00:00:00,41,41.46341463414634,11.691952229075998,-15.245286473688092,-1.249148125103361,36 days 00:00:00,11 days 00:00:00,0.5841169891900874,-1.1121273029172816,-1.77944649734337,-0.8328741174549743,Momentum,CZR,0.1955360892782144,1709.1905166997913
2024-03-01 00:00:00,2025-02-28 00:00:00,364 days 00:00:00,56.39999999999999,274910.9700894346,313449.2107602329,40.59346850201312,-22.672248769413798,40.97719539829123,44.33800285151994,26.60107933972544,0.9242002968766218,2.210420014970081,2.8134148750451464,52.13248982652844,0.5089491316839355,-14.564931664276381,-5.756367884642018,114 days 00:00:00,21 days 00:00:00,9,88.88888888888889,36.24924531736784,-3.8588692345286058,13.599023441429603,71 days 00:00:00,59 days 00:00:00,34.30345073173416,14.279295714703125,1.038680129658874,0.7822368084402153,RSIDivergence,CZR,0.1955360892782144,368.3134713115692
2024-03-01 00:00:00,2025-02-28 00:00:00,364 days 00:00:00,9.2,184643.54068619912,195536.08927821438,-5.570607774873223,-22.672248769413798,-5.613897731367102,9.944381879945379,-3.8904554408956016,-0.5645295805351692,-0.7524491496654325,-0.5029457949347971,-4.167764564416785,0.061874903752333385,-11.162033340183108,-11.162033340183108,121 days 00:00:00,121 days 00:00:00,2,0.0,-3.931751252676252,-5.543405141707236,-4.740986512185364,33 days 00:00:00,33 days 00:00:00,0.0,-4.737578197191744,-1.017073807564884,,Scalping,CZR,0.1955360892782144,95.02640192127227
2024-03-01 00:00:00,2025-02-28 00:00:00,364 days 00:00:00,54.800000000000004,181365.9199052667,238215.5643182458,-7.246830713069012,-22.672248769413798,-7.302635236061638,34.00768723562106,-5.074815958943891,-0.21473483878705385,-0.2953008615688751,-0.3060003966131349,8.218136041085824,0.6821099623350106,-23.86479010121707,-8.190459772303878,134 days 00:00:00,29 days 00:00:00,3,66.66666666666666,14.888273588388824,-15.816196087257495,2.0775998708868704,182 days 00:00:00,116 days 00:00:00,1.5719035002126254,3.0151126341172634,-0.30127279247937805,-0.4747702654212823,VolumeSpikeReversal,CZR,0.1955360892782144,200.40960732269286
2024-03-01 00:00:00,2025-02-28 00:00:00,364 days 00:00:00,0.0,159486.8102637947,159486.8102637947,0.0,-45.28176516240443,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,,,BollingerBandsBreakout,INTC,0.1594868102637947,
