date,portfolio_value,ADA-USD,ETH-USD,LINK-USD,LTC-USD,SOL-USD,UNI-USD,XRP-USD,ADI,AES,AKAM,BLDR,CARR,CBRE,CSGP,DECK,DXCM,GM,GS,INTC,LII,LRCX,MCHP,MCO,MOH,ODFL,PCG,PHM,PLD,STZ,TSLA
2025-03-15,967019.564361179,0.0,0.0,0.0,0.0,0.0,985.6230676988895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-16,966996.3732222337,0.0,0.0,0.0,0.0,0.0,962.4319287536127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-17,998494.6185194732,0.0,0.0,0.0,0.0,0.0,979.8253251469921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31480.851900846184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-18,998060.9796960853,0.0,0.0,0.0,0.0,0.0,962.4319287536127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31064.606473851614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-19,998634.814241477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31602.146883419242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-20,997949.2319052527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30925.680799845184,0.0,36455.89434830182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-21,997962.470815544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30441.66568200674,0.0,36970.566670509696,0.0,33092.8317927943,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-22,897457.4066702332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-23,897457.4066702332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-24,1000696.6534467461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31334.25842959305,0.0,38521.72792507987,0.0,33383.26042183984,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-25,999465.3379093898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31422.98171743429,0.0,37428.0519672156,0.0,33156.89755450669,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-26,1000040.6493728812,0.0,0.0,0.0,0.0,0.0,0.0,18469.930384379575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30940.342298886368,0.0,37292.23414506215,0.0,34535.36556254317,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-27,998888.995384084,0.0,0.0,0.0,0.0,0.0,0.0,18384.904648778793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30856.96256899211,0.0,36305.782496600346,0.0,34538.56868770279,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-28,994788.6074190431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28612.43126051838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36355.57163996731,0.0,34472.368595390646,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-29,895340.0415792853,0.0,0.0,0.0,0.0,0.0,819.4343881446836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-30,895340.0415792853,0.0,0.0,0.0,0.0,0.0,819.4343881446836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-31,995269.0543797944,0.0,0.0,0.0,0.0,0.0,819.4343881446836,0.0,28628.046387232123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36139.07987621083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
